EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000134376,CRB1,protein_coding,0.183333157,0.547043427,5.615126131,0.280912253
ENSG00000196312,MFSD14C,transcribed_unprocessed_pseudogene,-0.08737853,0.547208884,3.277921168,0.281033104
ENSG00000106803,SEC61B,protein_coding,0.091395601,0.54729572,3.712438732,0.281157962
ENSG00000148677,ANKRD1,protein_coding,-0.345139459,0.54729572,5.967201994,0.28118538
ENSG00000221869,CEBPD,protein_coding,0.377828884,0.54729572,7.118223903,0.281158545
ENSG00000267287,ENSG00000267287,lncRNA,0.266473899,0.547463059,0.830068968,0.281307258
ENSG00000158623,COPG2,protein_coding,0.062230053,0.547746633,5.673585896,0.281560737
ENSG00000172331,BPGM,protein_coding,-0.144780331,0.547746633,4.503590573,0.281558099
ENSG00000186684,CYP27C1,protein_coding,-0.103921909,0.547746633,5.855312775,0.281547421
ENSG00000136068,FLNB,protein_coding,-0.097277646,0.547805957,9.895783258,0.281708596
ENSG00000137101,CD72,protein_coding,0.176795176,0.547805957,4.403646376,0.281734936
ENSG00000149743,TRPT1,protein_coding,-0.058746253,0.547805957,3.644267903,0.281676204
ENSG00000254634,SMG1P6,unprocessed_pseudogene,0.192938912,0.547805957,1.590105717,0.281710717
ENSG00000090520,DNAJB11,protein_coding,-0.090045167,0.548016259,3.83942125,0.281896059
ENSG00000135587,SMPD2,protein_coding,0.097146172,0.548016259,1.995217201,0.281914975
ENSG00000115524,SF3B1,protein_coding,-0.034107545,0.54817995,8.152702157,0.282035133
ENSG00000156304,SCAF4,protein_coding,-0.048023484,0.548191394,5.609560344,0.282076972
ENSG00000103150,MLYCD,protein_coding,-0.059519442,0.548367621,4.775217041,0.282275542
ENSG00000185842,DNAH14,protein_coding,0.10434564,0.548367621,5.717297631,0.282258307
ENSG00000197879,MYO1C,protein_coding,-0.060084664,0.548367621,8.494722905,0.28220585
ENSG00000160271,RALGDS,protein_coding,-0.081184675,0.548545186,6.94955217,0.282438894
ENSG00000248905,FMN1,protein_coding,-0.099182842,0.548545186,5.906136232,0.282438336
ENSG00000206532,NA,NA,-0.155553459,0.548627237,0.548871592,0.282517121
ENSG00000171223,JUNB,protein_coding,-0.579780101,0.548945504,6.885449053,0.282717015
ENSG00000152409,JMY,protein_coding,-0.059791065,0.549014728,5.855730454,0.282824678
ENSG00000254533,ENSG00000254533,lncRNA,-0.13599237,0.549014728,0.050892668,0.282823647
ENSG00000104611,SH2D4A,protein_coding,-0.135565154,0.549111265,6.366358522,0.282910421
ENSG00000140632,GLYR1,protein_coding,-0.033622431,0.549202026,6.693380509,0.2829932
ENSG00000166529,ZSCAN21,protein_coding,-0.065257422,0.549256748,3.377371557,0.283093441
ENSG00000204388,HSPA1B,protein_coding,-0.086684123,0.549256748,7.941705273,0.283070469
ENSG00000188868,ZNF563,protein_coding,-0.088681925,0.549450304,2.697266621,0.283229236
ENSG00000148187,MRRF,protein_coding,0.070058871,0.549570027,5.072654659,0.283326993
ENSG00000132953,XPO4,protein_coding,0.061520814,0.549681044,6.214318738,0.283492204
ENSG00000184012,TMPRSS2,protein_coding,0.447186319,0.549681044,2.533928467,0.283492375
ENSG00000239779,WBP1,protein_coding,0.049280886,0.549681044,6.143576362,0.283446863
ENSG00000169252,ADRB2,protein_coding,-0.216080667,0.549832991,4.994271475,0.283606799
ENSG00000272512,ENSG00000272512,lncRNA,-0.337554453,0.549947638,0.882753706,0.283702002
ENSG00000169826,CSGALNACT2,protein_coding,0.068536981,0.550195943,4.307759152,0.283866178
ENSG00000063660,GPC1,protein_coding,-0.105641098,0.550585688,6.360245651,0.284139479
ENSG00000131845,ZNF304,protein_coding,-0.04465484,0.550585688,4.208480141,0.284138403
ENSG00000070770,CSNK2A2,protein_coding,0.029940287,0.550597285,6.085157226,0.284217683
ENSG00000122033,MTIF3,protein_coding,-0.066336256,0.550597285,4.580443235,0.28418769
ENSG00000173727,ENSG00000173727,transcribed_unprocessed_pseudogene,-0.144854795,0.550877895,3.676781823,0.284398661
ENSG00000146109,ABT1,protein_coding,-0.047812615,0.550985695,4.241447491,0.28449045
ENSG00000069966,GNB5,protein_coding,0.049709092,0.55130299,5.608905026,0.284690434
ENSG00000185651,UBE2L3,protein_coding,0.046884392,0.551522578,6.041755126,0.284839999
ENSG00000139354,GAS2L3,protein_coding,-0.175027935,0.551582952,1.141084009,0.284943528
ENSG00000204947,ZNF425,protein_coding,-0.103253398,0.551582952,3.045335178,0.284943241
ENSG00000036549,ZZZ3,protein_coding,0.053486685,0.552057274,6.223552343,0.285755142
ENSG00000115216,NRBP1,protein_coding,-0.041393094,0.552057274,6.481151134,0.28557359
ENSG00000130177,CDC16,protein_coding,-0.044298611,0.552057274,5.836803765,0.285504107
ENSG00000143473,KCNH1,protein_coding,-0.220919751,0.552057274,3.40823133,0.285701187
ENSG00000149930,TAOK2,protein_coding,-0.038894877,0.552057274,6.04606817,0.285804048
ENSG00000156414,TDRD9,protein_coding,-0.290218471,0.552057274,2.285941318,0.285435135
ENSG00000162341,TPCN2,protein_coding,0.114157337,0.552057274,3.484680556,0.285482752
ENSG00000165244,ZNF367,protein_coding,0.149403018,0.552057274,2.025998048,0.285593712
ENSG00000169246,NPIPB3,protein_coding,0.215320187,0.552057274,3.532279253,0.28550853
ENSG00000173535,TNFRSF10C,protein_coding,-0.27458672,0.552057274,3.863443944,0.285802932
ENSG00000214851,LINC00612,lncRNA,0.149064454,0.552057274,0.880970801,0.285414508
ENSG00000236088,COX10-AS1,lncRNA,-0.091995213,0.552057274,2.825213077,0.285725883
ENSG00000240859,ENSG00000240859,lncRNA,0.172095745,0.552057274,0.750509172,0.285255561
ENSG00000244625,MIATNB,lncRNA,-0.09969182,0.552057274,1.358662001,0.285357651
ENSG00000256433,ENSG00000256433,lncRNA,0.19917715,0.552057274,0.564413184,0.285446605
ENSG00000259291,ZNF710-AS1,lncRNA,-0.145253753,0.552057274,1.471876731,0.285626192
ENSG00000260404,ENSG00000260404,transcribed_unprocessed_pseudogene,0.117970014,0.552057274,3.711160498,0.28565967
ENSG00000071994,PDCD2,protein_coding,-0.039671201,0.552347855,5.134765062,0.285990708
ENSG00000188672,RHCE,protein_coding,-0.230687757,0.552355571,0.987767162,0.286103378
ENSG00000198799,LRIG2,protein_coding,-0.095195522,0.552355571,6.004204829,0.286054453
ENSG00000261193,ENSG00000261193,lncRNA,0.202521415,0.552355571,0.659635399,0.286071706
ENSG00000010322,NISCH,protein_coding,0.051806611,0.55238389,7.293763248,0.286313979
ENSG00000059573,ALDH18A1,protein_coding,-0.060893632,0.55238389,5.631612027,0.28626125
ENSG00000110921,MVK,protein_coding,-0.154856704,0.55238389,5.435446421,0.286338473
ENSG00000112149,CD83,protein_coding,-0.09709098,0.55238389,3.267566263,0.286407859
ENSG00000122674,CCZ1,protein_coding,-0.07836034,0.55238389,5.6823223,0.286197552
ENSG00000127585,FBXL16,protein_coding,-0.092565003,0.55238389,5.696192356,0.286270881
ENSG00000131013,PPIL4,protein_coding,-0.0459243,0.55238389,5.088757519,0.286349558
ENSG00000168256,NKIRAS2,protein_coding,0.063321515,0.55238389,4.819773599,0.286400123
ENSG00000260337,ENSG00000260337,lncRNA,0.159594084,0.552457531,0.400768682,0.286482273
ENSG00000029725,RABEP1,protein_coding,-0.05231216,0.552490649,6.380486991,0.286543903
ENSG00000187372,PCDHB13,protein_coding,0.132634735,0.552490649,4.722208184,0.286571914
ENSG00000172869,DMXL1,protein_coding,-0.061511573,0.552492419,7.190507842,0.286625011
ENSG00000203780,FANK1,protein_coding,0.103803801,0.552492419,0.780838615,0.286645299
ENSG00000234616,JRK,protein_coding,0.097432275,0.552533699,6.390950686,0.286702953
ENSG00000124370,MCEE,protein_coding,0.077257722,0.552774787,2.35885976,0.286864303
ENSG00000171970,ZNF57,protein_coding,-0.090408483,0.552794188,2.061532662,0.286910624
ENSG00000164022,AIMP1,protein_coding,0.055647947,0.552800213,4.628048613,0.286959197
ENSG00000275763,ZNF516-DT,lncRNA,-0.162858214,0.552800213,0.167693013,0.286986259
ENSG00000005513,SOX8,protein_coding,-0.232722321,0.552904425,4.798514352,0.287377939
ENSG00000111785,RIC8B,protein_coding,-0.062412008,0.552904425,4.042089369,0.287347244
ENSG00000131263,RLIM,protein_coding,-0.044589947,0.552904425,6.533866114,0.287408594
ENSG00000140332,TLE3,protein_coding,0.093736898,0.552904425,6.926387581,0.28743923
ENSG00000140943,MBTPS1,protein_coding,-0.04343012,0.552904425,7.714560959,0.287313001
ENSG00000143258,USP21,protein_coding,0.066035081,0.552904425,3.826024447,0.287171368
ENSG00000174282,ZBTB4,protein_coding,-0.049233173,0.552904425,8.157444659,0.287404295
ENSG00000175984,DENND2C,protein_coding,-0.066022766,0.552904425,3.030977787,0.28724369
ENSG00000178301,AQP11,protein_coding,0.124960758,0.552904425,1.021845438,0.287331144
ENSG00000250091,DNAH10OS,lncRNA,-0.126364797,0.552904425,3.880107038,0.287109964
ENSG00000262227,ENSG00000262227,lncRNA,0.086446756,0.552904425,1.280208578,0.287175846
ENSG00000144560,VGLL4,protein_coding,-0.054836194,0.553340077,7.961217592,0.287702002
ENSG00000031081,ARHGAP31,protein_coding,0.352619999,0.553557086,2.458908972,0.287851137
ENSG00000110427,KIAA1549L,protein_coding,-0.139948379,0.553742368,4.580228838,0.2879838
ENSG00000261662,NA,NA,0.19524099,0.553928016,0.227954826,0.288116678
ENSG00000088298,EDEM2,protein_coding,0.060622226,0.553966535,3.561713373,0.288383364
ENSG00000105401,CDC37,protein_coding,0.047344311,0.553966535,6.202187412,0.288260335
ENSG00000106554,CHCHD3,protein_coding,-0.067196629,0.553966535,5.051748033,0.288370474
ENSG00000139343,SNRPF,protein_coding,0.083844891,0.553966535,1.89196874,0.288250078
ENSG00000144724,PTPRG,protein_coding,0.263826014,0.553966535,5.982504673,0.288427356
ENSG00000159712,ANKRD18CP,unprocessed_pseudogene,0.222318437,0.553966535,0.249672945,0.288411046
ENSG00000163660,CCNL1,protein_coding,0.120804992,0.553966535,5.707932643,0.288405132
ENSG00000185596,WASH3P,transcribed_unprocessed_pseudogene,0.122387216,0.553966535,3.594513918,0.288373469
ENSG00000116117,PARD3B,protein_coding,-0.068822864,0.554026389,6.785056953,0.288494854
ENSG00000266094,RASSF5,protein_coding,-0.285528358,0.55415179,3.675240026,0.288596495
ENSG00000065320,NTN1,protein_coding,0.373804784,0.554432102,1.341884079,0.28877884
ENSG00000172671,ZFAND4,protein_coding,0.057139049,0.554544075,3.720919151,0.288909899
ENSG00000233830,EIF4HP1,processed_pseudogene,-0.099030921,0.554544075,1.581432926,0.288887064
ENSG00000153767,GTF2E1,protein_coding,-0.060484677,0.554562177,4.177771066,0.288955699
ENSG00000167842,MIS12,protein_coding,-0.053723586,0.554737723,4.418277305,0.289083549
ENSG00000096384,HSP90AB1,protein_coding,0.060657789,0.554866211,9.490287335,0.289186895
ENSG00000101452,DHX35,protein_coding,0.06108777,0.555008582,3.787202051,0.289297496
ENSG00000198252,STYX,protein_coding,-0.048599037,0.555013156,5.564183494,0.289336279
ENSG00000068001,HYAL2,protein_coding,0.089415236,0.555062364,4.012851687,0.289398334
ENSG00000081052,COL4A4,protein_coding,-0.150339731,0.555285418,9.174619207,0.289587463
ENSG00000131149,GSE1,protein_coding,0.073184591,0.555285418,5.663132886,0.289552389
ENSG00000068400,GRIPAP1,protein_coding,0.063278704,0.555519695,5.325638465,0.289818841
ENSG00000163666,HESX1,protein_coding,-0.086436268,0.555519695,1.373387099,0.289818938
ENSG00000179562,GCC1,protein_coding,-0.046347728,0.555519695,4.814063596,0.289816632
ENSG00000164463,CREBRF,protein_coding,-0.070567369,0.555658182,6.803914464,0.28992763
ENSG00000234380,LINC01426,lncRNA,-0.2209097,0.55570128,0.977476977,0.289986561
ENSG00000152382,TADA1,protein_coding,0.043823152,0.555774385,4.265322867,0.290061159
ENSG00000067334,DNTTIP2,protein_coding,-0.072932366,0.556111477,5.361217678,0.29040236
ENSG00000162616,DNAJB4,protein_coding,0.128818003,0.556111477,5.583943282,0.290351914
ENSG00000164741,DLC1,protein_coding,0.240716227,0.556111477,3.987562407,0.290455916
ENSG00000230551,ENSG00000230551,lncRNA,0.130406407,0.556111477,5.133574731,0.290427872
ENSG00000260231,KDM7A-DT,lncRNA,0.312427316,0.556111477,5.748381468,0.290324325
ENSG00000269911,FAM226B,lncRNA,-0.137205344,0.556111477,0.562102336,0.290276086
ENSG00000165795,NDRG2,protein_coding,-0.120672798,0.556193876,6.793287649,0.290535429
ENSG00000096696,DSP,protein_coding,0.640743072,0.55631396,6.267852015,0.29070761
ENSG00000157764,BRAF,protein_coding,-0.043560424,0.55631396,6.569464141,0.290705101
ENSG00000176438,SYNE3,protein_coding,-0.132469265,0.55631396,5.262554113,0.29065549
ENSG00000115282,TTC31,protein_coding,-0.062067734,0.556344827,4.645241163,0.290760226
ENSG00000053108,FSTL4,protein_coding,0.490430465,0.556436704,5.440545312,0.290920892
ENSG00000109787,KLF3,protein_coding,-0.114575196,0.556436704,6.30677229,0.290931406
ENSG00000131778,CHD1L,protein_coding,-0.075759993,0.556436704,5.264260377,0.291027198
ENSG00000168758,SEMA4C,protein_coding,0.192270311,0.556436704,6.435808715,0.290989367
ENSG00000170175,CHRNB1,protein_coding,-0.070398008,0.556436704,6.211914637,0.291017841
ENSG00000174807,CD248,protein_coding,0.291115928,0.556436704,1.731982185,0.290855627
ENSG00000100345,MYH9,protein_coding,0.076830204,0.556614468,10.05308327,0.291266188
ENSG00000189144,ZNF573,protein_coding,0.071018513,0.556614468,3.335830541,0.29123432
ENSG00000204899,MZT1,protein_coding,-0.06430308,0.556614468,4.198602282,0.29124536
ENSG00000223928,NUP35P1,processed_pseudogene,0.303094859,0.556614468,0.9245889,0.291209549
ENSG00000132002,DNAJB1,protein_coding,-0.074015202,0.556954965,6.705277306,0.291517417
ENSG00000184992,BRI3BP,protein_coding,-0.08579605,0.556954965,3.669554363,0.291507313
ENSG00000112081,SRSF3,protein_coding,0.074197237,0.557067617,7.005190855,0.291649448
ENSG00000142279,WTIP,protein_coding,-0.088673695,0.557067617,5.726987668,0.291620636
ENSG00000012817,KDM5D,protein_coding,-0.126023428,0.55710016,4.251209838,0.29181263
ENSG00000096092,TMEM14A,protein_coding,-0.047556008,0.55710016,3.830706797,0.291785043
ENSG00000124172,ATP5F1E,protein_coding,-0.07558912,0.55710016,5.933189789,0.291808165
ENSG00000188687,SLC4A5,protein_coding,-0.13526832,0.55710016,3.176061554,0.291775915
ENSG00000006837,CDKL3,protein_coding,-0.097075006,0.557372867,2.4258337,0.291992029
ENSG00000123131,PRDX4,protein_coding,0.052589385,0.557493832,5.045778959,0.292165085
ENSG00000141127,PRPSAP2,protein_coding,0.054376923,0.557493832,5.113704388,0.292140114
ENSG00000196741,LINC01560,lncRNA,-0.076200202,0.557493832,1.887950021,0.292101036
ENSG00000178921,PFAS,protein_coding,-0.045193455,0.557586829,5.111133434,0.29225039
ENSG00000119139,TJP2,protein_coding,0.22447335,0.558185147,3.694376441,0.292600596
ENSG00000113070,HBEGF,protein_coding,0.426552199,0.558274482,4.265584055,0.292720651
ENSG00000196436,NPIPB15,protein_coding,0.452859736,0.558274482,0.68811784,0.292699296
ENSG00000109680,TBC1D19,protein_coding,-0.10044846,0.55840632,5.017786177,0.292826399
ENSG00000165548,TMEM63C,protein_coding,0.14884553,0.558847516,3.028759784,0.293094411
ENSG00000167394,ZNF668,protein_coding,-0.053682812,0.558861436,3.435536222,0.293197078
ENSG00000196263,ZNF471,protein_coding,0.074661359,0.558861436,4.625598073,0.293145856
ENSG00000206228,HNRNPA1P4,processed_pseudogene,0.150835535,0.558861436,0.509691351,0.293211666
ENSG00000048462,TNFRSF17,protein_coding,-0.346404683,0.559159628,3.096952494,0.293672879
ENSG00000072121,ZFYVE26,protein_coding,-0.054528093,0.559159628,6.355844747,0.293727485
ENSG00000077232,DNAJC10,protein_coding,-0.054014572,0.559159628,6.89018536,0.293557604
ENSG00000117543,DPH5,protein_coding,0.068663932,0.559159628,4.152856819,0.293653286
ENSG00000120324,PCDHB10,protein_coding,0.154280842,0.559159628,3.193274574,0.293466034
ENSG00000134222,PSRC1,protein_coding,-0.104695268,0.559159628,1.515696848,0.294168895
ENSG00000142546,NOSIP,protein_coding,-0.050724792,0.559159628,4.225601739,0.293962809
ENSG00000143543,JTB,protein_coding,0.052372244,0.559159628,5.417537922,0.29377029
ENSG00000145911,N4BP3,protein_coding,-0.277911214,0.559159628,4.380909544,0.294183943
ENSG00000151348,EXT2,protein_coding,-0.074282678,0.559159628,6.049022159,0.293682556
ENSG00000153165,RGPD3,protein_coding,-0.106658572,0.559159628,1.302387053,0.294054241
ENSG00000157741,UBN2,protein_coding,-0.06617727,0.559159628,6.08696736,0.293449998
ENSG00000163738,MTHFD2L,protein_coding,0.073721087,0.559159628,4.159433805,0.293815356
ENSG00000164082,GRM2,protein_coding,-0.196032781,0.559159628,1.348616166,0.293508347
ENSG00000165490,DDIAS,protein_coding,-0.16755942,0.559159628,0.102840296,0.294060422
ENSG00000168350,DEGS2,protein_coding,-0.157977274,0.559159628,0.565283252,0.294223676
ENSG00000176444,CLK2,protein_coding,-0.061361239,0.559159628,5.077068048,0.294284891
ENSG00000177463,NR2C2,protein_coding,-0.044186459,0.559159628,7.042622357,0.294272375
ENSG00000183346,CABCOCO1,protein_coding,0.222120698,0.559159628,1.817672196,0.2941862
ENSG00000184307,ZDHHC23,protein_coding,-0.0973115,0.559159628,3.327892141,0.29398391
ENSG00000198833,UBE2J1,protein_coding,0.035910169,0.559159628,5.997867434,0.294075032
ENSG00000204118,NAP1L6P,transcribed_processed_pseudogene,0.151970358,0.559159628,1.518617652,0.294224086
ENSG00000224078,SNHG14,lncRNA,0.099674236,0.559159628,6.372967843,0.293930269
ENSG00000243725,TTC4,protein_coding,-0.051476901,0.559159628,4.618534644,0.294107597
ENSG00000278463,H2AC4,protein_coding,-0.204883866,0.559159628,0.602306009,0.293848084
ENSG00000118762,PKD2,protein_coding,0.098429669,0.559203652,5.107284041,0.294378762
ENSG00000271576,PRKACB-DT,lncRNA,0.137344372,0.559203652,0.231550967,0.294381408
ENSG00000143951,WDPCP,protein_coding,0.068226583,0.559453491,3.533040564,0.294584095
ENSG00000276991,ENSG00000276991,misc_RNA,0.671007243,0.559453491,0.348295283,0.294586311
ENSG00000106610,STAG3L4,transcribed_unprocessed_pseudogene,-0.104484113,0.559975977,3.326559481,0.295031926
ENSG00000143845,ETNK2,protein_coding,-0.048278009,0.559975977,4.363015152,0.294919104
ENSG00000171227,TMEM37,protein_coding,0.299121253,0.559975977,0.4011987,0.295009257
ENSG00000186001,LRCH3,protein_coding,-0.042859996,0.559975977,6.122705374,0.295045055
ENSG00000259332,ST20-MTHFS,protein_coding,0.174881445,0.559975977,0.558857299,0.294996234
ENSG00000103067,ESRP2,protein_coding,-0.085175953,0.560189881,4.350910329,0.295231236
ENSG00000124299,PEPD,protein_coding,-0.047009776,0.560189881,5.897516214,0.295211381
ENSG00000281453,TGFB2-OT1,lncRNA,0.569248403,0.560212926,1.221429139,0.295280121
ENSG00000138303,ASCC1,protein_coding,-0.047076103,0.560277979,4.587362309,0.295387899
ENSG00000237310,GS1-124K5.4,lncRNA,0.120675315,0.560277979,0.877348425,0.29537208
ENSG00000164924,YWHAZ,protein_coding,0.057726516,0.560279003,9.330324818,0.295425183
ENSG00000023171,GRAMD1B,protein_coding,0.064263242,0.560610793,7.52755412,0.295710428
ENSG00000106477,CEP41,protein_coding,-0.057071291,0.560610793,3.994604447,0.295643188
ENSG00000254999,BRK1,protein_coding,0.054564053,0.560610793,6.504735767,0.295680875
ENSG00000142233,NTN5,protein_coding,-0.123884415,0.560974364,1.045338343,0.295938994
ENSG00000229956,ZRANB2-AS2,lncRNA,-0.115269392,0.561113067,1.125869013,0.296048966
